Site;Termo;Título;Preço Total;Fator Calculado;Preço Ref (Kg/Un);Link
Mercado Livre;Carnibol Baunilha;Whey Protein Nutri Whey Concentrado Isolado Baunilha 1,8kg Baunilha;161.0;1.0;161.0;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=UcXiLp9U2foGjWDoMBuI4Rlg46qX%2F6fqDw4XXUnVSWnyfXXsGRfq6g%2BG50JeqcnQ4tyNAGs%2BtiVlCeMiKjp3Yir0EGbVShYKb%2BRQJWn%2BwCnVibes7x3x4iD3bPVLkTMQ%2B17mPm%2B0dOvVKZ5ipk0ekx6bXwZLhjbcy4SVkAhLbshz6Z3oz%2B%2BHJFwE7U0nrQpRIS4O5QK%2FWVUIwbnhqE2s2o2TKuIts3ZV0czWhNGAXLV9zav%2BOuLbVa%2Fpy0Eo%2FCZOSh1O2u4Ecqo3%2ByVWSnPAkrgVi9eWDFmPwvUQdSD0xqwX540g5JHkQTbHvNlcLWpMO7dTUxy%2FViKOC%2F1vJFbl00emr7zeQMN9fyDT4hZGi6p6TbNTwQnmWpkHMqZMtmkYZzmW0QR2Y9sbDZTZi1nlByHYT5RIaLgaemMviIIWt3UKj3CwnEqNQOyw22N4idxRkOCKc8DE%2BPvzoReQtJFALWRd8UuZwIRnwfE%2BCBUi%2BtnkbdBm2bz715R33bijOATctuVUnd%2F9iWbOc2rC5koMcH0xiQ4TEhEX3EHYKclJY8lcaXKaqvYgZ9qwEiVnNxOoKNQf%2B9JPJbOZ7QsLmRAuTVYcFaSkaY1LtmN4RaCORHOiJCdOsO3dNbW2VmZ91ktYYqDd%2BHaEaeiT5HfGuhyGspbdd7uLwYuHld4Kbv9HalwSP9aVkWQ8IJ4kdkCGz7ReJJqx06IuU7hAydH6JEy1XGMWKsw2f1kofkWHLQFvT9cZZ%2BYsf9HneHYJYJhTfgkpHmyN5J6JgNx1wM3qPamLEQfrovOg5CBVhqB18aid%2BvYXoqlGEQNIUB2F31%2BKa8gN8PDXFeDl2eP1gnFUwhdl8ZhFllCKUqRGNr6YoP%2F%2F6y7VVemggp1%2BNx1vYoKIxC6WmGd5libfNFWwhfib9OFljirv%2B5s0vwFJo86yrBSAVzVCHyYOA8ufh%2BBlEorq%2BOlh4ENtk2dlt4cYbGtaKSv90prp%2BH9Hq6npQg9D1w%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLBU2216009918&backend_model=search-backend&search_layout=grid&position=25&type=pad&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB3075116751&sid=search
Mercado Livre;Carnibol Baunilha;Suplementos Para Quem Tem Dificuldade De Engordar E Peso Sabor Baunilha;224.0;1.0;224.0;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rWjWGeElVQUr72N45NWwYRJ2V8m78n7Px2riOpxM20B8e7QXvP10ZV%2Bmth8NsjZ1oMixkC%2BGPuw%2B7FZ3JbXIGFh8KyocctMOVJx%2BlCfIbMp7eGNwgH3QnjRBcx67%2FoE4EWxacvWLPNsFVrnzg6LzgPBQmHeobYPK2BuugHysweqajjQuaa4tlyRe%2BhPL1krG7%2Fwscwvn8WYr5TexR%2BrbWY34wxq8%2Fm3k5YnLNOH2evL4VGQ6OoXmfsRnPMY%2F6uN3lhKUxcXfQiHlSj5xyixMSo6LFgDG7f4xsqiAtahkuMzg3AAFsIyOvWscLRO%2BZM9m6gttj6vAw0vOIyHuboNqokieQm%2BEOlEiuhIiFxZtuxWjM9n4%2Fi0ydovhrXiFZeGf2M9DkJVwjyZJ8kjZ12sGPts3lS8LTvapN89PVGEqJwkovmfezMqlwudcZPX0MO3Sdzot%2F482bafCoROuPEmwRXWSp1ecFNMcUS4i4vBCIdhpE6UIayDUKn1tTTndQU7xr%2FKpwXoOVXyfWVmehphW%2BIwMiagD91F2KLxghLuMafJiN6XdZVDLzqYi83Id0B1IDddOnGhgg2Xp69hQgUaa0ZXf4cr0JeXJrg2YnGZH%2F5IIcxvsXYYvpQ4zJMdJNnnDYFioNJv%2BaOFwNa8O1RtS6Kl9v7ivEbkVbrOkboareOVOyufM7nSdqdvLcSJJpMpoxeIph4I%2Fpv0n0mRsc6iLlJyZ1Bufq6g3hM7f8NLsSgQow3z489NNg6xuhFb6UqdMfJKpUMqN4BeWXxvyPB3TaGTbvSvi6LbpvZ6qLvSxmT4IaNZal0X2QWyM7BMajDvCrKQ7NC7HHs7%2FOQdH1eJjTb%2BBheLgY3WkokU6AwioyV4EOHt2ZWuvbFjw7k%2BBcircqLfQ%2FlGFWRZ5jg1nA0CY0xPCaqMP1mtt1lv%2BEmovUBWkHqmQubtCX9JYumRpV3iZcRZg4r547yk5em3ZtrSJliNDyKG5ozDUTSGE9Z4e%2BODDVNjxQg%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB43790120&backend_model=search-backend&search_layout=grid&position=26&type=pad&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB5422176550&sid=search
Mercado Livre;Carnibol Baunilha;Creamass Hipercalórico Pouch Baunilha 3kg Integralmédica;70.0;1.0;70.0;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=8uoQFx%2FYWrUo7RvTZPs0fzHHFotk%2F0j%2BmD4LQUfHFjOz3TSuXxWnIpIqWiO2aimHT7cv0CghJFqYQ0XNhk3Hbk00chVXHiO7TGsiV0ct5X%2F04daV3MB0seRu2PmDC13nDvBYaYLURMbm3%2BzwCYuQ6zC3Qt5LYovipzxhlqYXlGl1ZK29IbrXwvVbmXXo5%2FSYkQ5Lat14VwjSVQOQXxFNbpO5BDRNmjpybyerw%2FyrNFaR9U6bOkHzvjrPAgJKW4uUqyv%2F99jvt0rC0NrR4ldpvwFKMMiEVMWIuplY0wfcSP9NQ0qkhvBQX3LLWXKBRezhcbZmli0aI0w7tTrObPBIpt0fLDkf58CFJNItqYhXgVNl9SCrrT4M4Lndn5ppBaREoVJ93IS6tGrCFRyZzhfju%2FL6pTQsd8MnsDkDI0tjIKKE%2BvrsleURQj6byaVKGh9RGoY7YwXCGF0rvjiV6QsV7yL4mVtTOWtyYb4YEYq1dki6ttLJhX4tOpkMdrm5oOOIf4bSw%2FkVi1Z9T1VN%2BfiXt1%2BAK4h8yTqUELZk0Huj7%2FO9Ej0ATN7F8NqpFy%2BMLeJeHoI7xLGDBnpOF5wqp7V%2Fb86oa6gsmLeduuNtSHQmdvUq2bs7cvFPCm8Tz9%2Fd%2F6laWE5YnD47oByQdi40mhprpA%2FiseOV3woEh5XBg%2BUTusXqUFkwBuRZIsZgqolsPVwh7c9sWi1DeUfgoeIuNDl0D8A2FvYMdjXP8Ar9hY0PvOlhizzPqXg%2BA43%2FzJWeeYSH0AztGjmfD%2BgwFUHSSXEikBClznBiHCRojnSN0WKj9T9CH1F5nbyE7rAVAwDC8uGHKvGyLtbsiiRde%2Fe3Ix2Fhl9NnDviFvrYoJootyZ10HPzh5JELLrnfizm2meZBEUG%2B22Yar5%2BdnSP7Xout%2FBDl9s5gH1f7HWNC7eiXH4l8t1Sn%2BQEbuDS3ShQd8%2Fi87vBN14YDCeyIi2iCsOcFNa3XyJppw%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB36172348&backend_model=search-backend&search_layout=grid&position=27&type=pad&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB3905063213&sid=search
Mercado Livre;Carnibol Baunilha;Top Whey 100% Hiper Pure 907g Isolada Concentrada - Refil Sabor Baunilha;170.0;1.0;170.0;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=M1ct0%2BP7iGQe4uOisRytwj%2F0V4hU7pTZAs0e2t7NTlwlEUQdCsog92VJZy6LCaey1zCRMAgoKb2gku9PrVDzT%2FxpgFlY64yeCo6Z6KALYSOKNPyjLmZmg0Z083xYwDydWYXKv5ERd1AJM2etOWN6FOQ%2BG1ZB0LC8Pmqfe%2FoDc6H5w%2BVjv3O8rew75A8yPqz2JYt2EYTUt1pxz%2FTneWhXENd4fDNttY5B3%2FMbB%2BewGOlb19sFOqNcBYtAP%2F1OTa3pmjxhiPIDHVykcg9Av1irpg2NVv%2Fse3kp%2BrdN0OJU43JOUqBIUva37%2BQKMYFjuMW2V%2FznCmEazq1lu%2Bh0ZP7POrAhR2z5T%2BhUHSPINJ4sP8CXOreexNPB94LsA2AHmcyRQNOuZMHls2ORRAFLRuSmadJ%2Fe1irKXUEABpee2CQ%2BIUeYJBQ8U0p%2BonKx1yekeLUChVPdNGkeo3ldqpOYm9IDvjasEJbHh0A3CdLBxldNwYDnbAAcaABTABZLkqqeKBY9AbalT9dCamKHyRZ5GU8g%2BsbYyOWMMtDe5U5qe1banj4o6h0rKfSmT6zCwai47RUwLzv2EeWZfZ7bhx4UU%2FdemgX%2By2wTpZgvJKSYCqWJ7Y6XQSq5SKOfX9o0MKPTrQ%2F3TPSc2ijtQbscCrmk%2BcSdhejJMuyh67%2B0uDsH55PI9kPqzpVXobe22nxYfl1BcXbujBXrrr0jUsCs1ffp6DB3algaQraY9eIDwHPXcbdcZqkDUuUyHUaPCfCLK6TKZ2rlKdyqH2EA0%2BZnXGWyyXuJpDPVbb6QwCRWCG53TBr%2FIBH45LONjss%2Fh8GpgUsDgpSt7YbxPKzHT0lv7MA5vDyIHreuLOWNjeoeBjnqa7FT1jl0IIspaoCzQUnnTYhHFI3JlA%2BQ7LfBxQbHii%2By5Q9Och9WYekZ3xfNu1jo3DJy9PeAH3d4pBOMXAZvOASgFE%2BsLO1BR2v0IAlQNWfHATIjATeehhFFXFYsYbDwixVctik#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB44020864&backend_model=search-backend&search_layout=grid&position=28&type=pad&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB5199243570&sid=search
Mercado Livre;Carnibol Baunilha;Whey Protein 100% Pure Vitamina Isolada Promoçao;131.0;1.0;131.0;https://produto.mercadolivre.com.br/MLB-1860371927-whey-protein-100-pure-vitamina-isolada-promocao-_JM?searchVariation=82270019665#polycard_client=search-desktop&searchVariation=82270019665&search_layout=grid&position=29&type=item&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Carnibol Proteina Carne Baunilha 900g - Integralmedica  Baunilha;152.0;1.0;152.0;https://www.mercadolivre.com.br/carnibol-proteina-carne-baunilha-900g--integralmedica/up/MLBU2337872036#polycard_client=search-desktop&search_layout=grid&position=30&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB3751787301&sid=search
Mercado Livre;Carnibol Baunilha;Whey Proteína De Carne Carnibol Baunilha 900g Darkness Promo Baunilha;139.0;1.0;139.0;https://www.mercadolivre.com.br/whey-proteina-de-carne-carnibol-baunilha-900g-darkness-promo/up/MLBU3678776696#polycard_client=search-desktop&search_layout=grid&position=31&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB6047281672&sid=search
Mercado Livre;Carnibol Baunilha;Carnibol Whey 900g Sabores - Darkness / Integralmédica;182.0;1.0;182.0;https://produto.mercadolivre.com.br/MLB-5031092726-carnibol-whey-900g-sabores-darkness-integralmedica-_JM?searchVariation=184573741111#polycard_client=search-desktop&searchVariation=184573741111&search_layout=grid&position=32&type=item&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Carnibol Darkness 900g Baunilha Baunilha;202.0;1.0;202.0;https://www.mercadolivre.com.br/carnibol-darkness-900g-baunilha/up/MLBU3379522484#polycard_client=search-desktop&search_layout=grid&position=33&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB5619507230&sid=search
Mercado Livre;Carnibol Baunilha;Whey Protein 100% Purê 907gr Refil - Integral Medica;131.0;1.0;131.0;https://produto.mercadolivre.com.br/MLB-1860346110-whey-protein-100-pur-907gr-refil-integral-medica-_JM?searchVariation=82268610231#polycard_client=search-desktop&searchVariation=82268610231&search_layout=grid&position=34&type=item&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Whey Carnibol Proteína Da Carne 907g Darkness - Baunilha Baunilha;172.0;1.0;172.0;https://www.mercadolivre.com.br/whey-carnibol-proteina-da-carne-907g-darkness--baunilha/up/MLBU1991787196#polycard_client=search-desktop&search_layout=grid&position=35&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB4863104944&sid=search
Mercado Livre;Carnibol Baunilha;Darkness Carnibol Proteína Ultra Concentrada Baunilha 900g Baunilha;179.0;1.0;179.0;https://www.mercadolivre.com.br/darkness-carnibol-proteina-ultra-concentrada-baunilha-900g/up/MLBU3656770915#polycard_client=search-desktop&search_layout=grid&position=36&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB6015084584&sid=search
Mercado Livre;Carnibol Baunilha;Nutri Whey Isolado E Concentrado (todos Os Sabores);78.0;1.0;78.0;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=bxwoV6pQYhUc3rUO%2BNBK6RYqHyb8ugbaIfnwD4QsmrgCuKhq8%2BtiWt%2FGLZkNzId3BZY6HulNBWdEYk2gJ6GFuWOFJsJXRqoblPn99IcHPIMcsr1BDvjYQJrxBx%2B2ju54LuytjBTeWF31WKRvi2I0IHSFFFvhCDCMK5igSYXOmOTBdaLHaEI3ylgxy%2BN6vnqDl%2B4O93EwmL%2BLiE0FMsrAireKQv%2F9ZFgsEuIPbUFctSAGPF3xdggjGlG4GSdtQCh%2FPA9RmBqgzJ7bkjvnlu395PLiJQqXHu%2FGOvc%2FdSjoPYhQJ94YVedNRmaiqHdiBsyyGq2I%2BewVRwTxWH0f0YmqFsBo492HtIT3TtKgcA1Z%2FLc5eVzjIbplSsD5zEMvfHC7y9UuuX4xbTOtuGqnDTZ5uMk2tbX0sRnyUz9oVZOypDnrog1E3nEheav4lmdn02xpzFtiXv6wjLEEDEQ49tsO%2B%2BEe%2FY0XNHPJzmNZFl%2BAv%2FU3a6m5Q2MzDxiL%2FjjsOSizJyWmrWlmICa%2Bu8qVKHQdMChs1mGH0%2FkiVkTR6nP723yXudvyn1D5U%2Bn0Xv8jPkLydxYB8fCaGmG8h6%2FHAettAGgTEWI1BSp6Jv5Hdf%2BJE94yCO1tYWC0kP%2F4o9we9sEGyXiZnhxFeotL93NMd2sop31hz0VMvbIeSEbG7c%2Fl6X0ltL%2Br2M%2FrnZ3jsKuzrsmmn%2Fwbqd%2B8u%2B3YgY8IHLxavdzPnXy8p3GvAB6k9o86HYEXei6tzKzT%2FzXfzNJVZkfYo%2BjJRIOtUNyvQZMFiRq5RM2zEXjnld1S2vuLL2cJVcuZkiBnZWBwLmHnBL97nJhlX5REzb9AHhGQ%2F96h7nTuipx4IfPoKuI%2BzUT1FqXfVylrQQAAnAVRwurRCcJ8P1HIvKHwFmXxc2DT6y%2FQPhxffodLYj%2Ba%2FH8oG6g%2Bc0Ea8soP1o62d0hAGgQia8X7lOa3lKzF2A1Y9H%2B%2FGgQL&searchVariation=176245656522#polycard_client=search-desktop&is_advertising=true&searchVariation=176245656522&backend_model=search-backend&search_layout=grid&position=37&type=pad&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Whey Protein 100% Pure 907gr Refil Integralmédica - Original;148.0;1.0;148.0;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=cuDVdceXNg5uBb3cjCV7jkjeMGf4d0LAk%2B72Vqod42z9JYLOsVJO1V6s9RkgUZBWqUQPpTBIus1MbEqOQHveF%2Fu1xdSO6CEiftJmR4ymTuzsFc7Iy2CDO8%2BPWfrTrVNGnpjImI4kPPvHp4AFseajuZQx4RhKB%2Bg6RfdNyr9jZvbyV4cz8Zy%2BjrWDdlwHFkwwXx%2BLGi7uyu%2BhfwqAePrXv9xphEhASgVllje%2FRIC276uB56cnxL7nU%2B9BoIDV67CmWAUIIB0iBQ8DtfI8h2OrGecmWWQU9g93yVFSIslxDKdHRAlGDRIYdkIeWGtwkIInPFKc3BvxvOTbNa%2BJLNpnTvBX9ZTw02AXB0jBT2fe9t5CsUCqojKvE0VjKpY8%2BUT0Y7t3Z6c0AbodxAseM9%2FPruF7Vy8K1%2BbEVcbjAnmXH3WTqo%2BpX7HJ9tq9Oxr5v4cmy2myZ7Jy%2BTFjGGM9US%2Bnp3izNP6QE5GyYqcph0mIsODXg6YOLnPWsw%2BpJIHNzUInAmdt5E0JF4wsyiTFJNbYFLLgHtAW9J5wQLO%2BY8dj1SGdhSFhyLrsSvhIffP4fcv5HPokd3JkB7VpIlpbXPo20eZVC%2BmyF2TFERuJJptZ76xtUIlcxSCiBSbiKH%2FNg%2FWUvCKPu%2B%2F%2BgXB6x0dFkl2QkAdzRaP8u%2Ffououu0DLknkdah7bSKfUetIVIuVBiCvvhCEd%2B5mlsL43Hia7lZlNTXXIkqnuRW15CtBTroaEakJWImIPmFLjvroH6qlD95ir44IANFuUv6hO%2Ba7BA%2F1Vlqje8w6YMNcmariwKQBK8zThZiq153%2BgKRQQL7YBGVTI5O9Q6iQBSAWPQxhJ%2BVjXKOm2kafi3QqRa1AKuRxM%2Fb67FBo9aRazw%2BkggEn7Tez993lihouqA7SJ%2Fs62V%2FFU5XTJuc%2FBRJYEXhQ7yyRse5L2uX6J3c1vyl8zhYpEwOJ8egXvM8YGRT8WCzdCrffvSLnOuteox&searchVariation=186252704073#polycard_client=search-desktop&is_advertising=true&searchVariation=186252704073&backend_model=search-backend&search_layout=grid&position=38&type=pad&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Carnibol 907g Darkness Integralmedica;159.0;1.0;159.0;https://produto.mercadolivre.com.br/MLB-3128476216-carnibol-907g-darkness-integralmedica-_JM?searchVariation=183126542101#polycard_client=search-desktop&searchVariation=183126542101&search_layout=grid&position=39&type=item&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Whey Proteína De Carne Carnibol Baunilha 900g Darkness Pro Baunilha;190.0;1.0;190.0;https://www.mercadolivre.com.br/whey-proteina-de-carne-carnibol-baunilha-900g-darkness-pro/up/MLBU3678802982#polycard_client=search-desktop&search_layout=grid&position=40&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB6047283742&sid=search
Mercado Livre;Carnibol Baunilha;Carnibol 907g Darkness Integralmedica + Coqueteleira;174.0;1.0;174.0;https://produto.mercadolivre.com.br/MLB-2159239702-carnibol-907g-darkness-integralmedica-coqueteleira-_JM?searchVariation=183430430895#polycard_client=search-desktop&searchVariation=183430430895&search_layout=grid&position=41&type=item&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Whey Isolado E Concetrado 100% 907gr - Integral Medica Massa;160.0;1.0;160.0;https://produto.mercadolivre.com.br/MLB-1878904887-whey-isolado-e-concetrado-100-907gr-integral-medica-massa-_JM?searchVariation=84114257583#polycard_client=search-desktop&searchVariation=84114257583&search_layout=grid&position=42&type=item&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Carnibol Darkness Integralmedica 907g Baunilha;202.0;1.0;202.0;https://www.mercadolivre.com.br/carnibol-darkness-integralmedica-907g/up/MLBU3379524536#polycard_client=search-desktop&search_layout=grid&position=43&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB5619481612&sid=search
Mercado Livre;Carnibol Baunilha;Carnibol - 907g Baunilha - Integralmédica Baunilha;190.0;1.0;190.0;https://www.mercadolivre.com.br/carnibol--907g-baunilha--integralmedica/up/MLBU2287460248#polycard_client=search-desktop&search_layout=grid&position=44&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB5117743088&sid=search
Mercado Livre;Carnibol Baunilha;Carnibol Darkness 900g Baunilha Baunilha;202.0;1.0;202.0;https://www.mercadolivre.com.br/carnibol-darkness-900g-baunilha/up/MLBU3379522604#polycard_client=search-desktop&search_layout=grid&position=45&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB5619532920&sid=search
Mercado Livre;Carnibol Baunilha;Carnibol Baunilha 900g - Darkness 0;223.0;1.0;223.0;https://www.mercadolivre.com.br/carnibol-baunilha-900g--darkness/up/MLBU3097084591#polycard_client=search-desktop&search_layout=grid&position=46&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB4019504493&sid=search
Mercado Livre;Carnibol Baunilha;Carnibol Darkness Integralmédica Sabor Baunilha 900g;169.0;1.0;169.0;https://produto.mercadolivre.com.br/MLB-6194780248-carnibol-darkness-integralmedica-sabor-baunilha-900g-_JM?searchVariation=189751468850#polycard_client=search-desktop&searchVariation=189751468850&search_layout=grid&position=47&type=item&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Whey Proteína De Carne Carnibol Baunilha 900g Darkness Baunilha;210.0;1.0;210.0;https://www.mercadolivre.com.br/whey-proteina-de-carne-carnibol-baunilha-900g-darkness/up/MLBU3493712196#polycard_client=search-desktop&search_layout=grid&position=48&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB4252110875&sid=search
Mercado Livre;Carnibol Baunilha;Whey Proteína De Carne Carnibol Baunilha 900g Darkness Baunilha;203.0;1.0;203.0;https://www.mercadolivre.com.br/whey-proteina-de-carne-carnibol-baunilha-900g-darkness/up/MLBU3705337991#polycard_client=search-desktop&search_layout=grid&position=49&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB6132381708&sid=search
Mercado Livre;Carnibol Baunilha;Carnibol Darkness Integralmédica Sabor Baunilha 900g;192.0;1.0;192.0;https://produto.mercadolivre.com.br/MLB-4400943901-carnibol-darkness-integralmedica-sabor-baunilha-900g-_JM?searchVariation=188869731440#polycard_client=search-desktop&searchVariation=188869731440&search_layout=grid&position=50&type=item&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Carnibol 907g 2lbs Integralmedica;185.0;1.0;185.0;https://produto.mercadolivre.com.br/MLB-5361451798-carnibol-907g-2lbs-integralmedica-_JM?searchVariation=183420551912#polycard_client=search-desktop&searchVariation=183420551912&search_layout=grid&position=51&type=item&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b
Mercado Livre;Carnibol Baunilha;Carnibol Proteína Carne Isolado Hidro 1,8kg - Integralmédica;310.0;1.0;310.0;https://www.mercadolivre.com.br/carnibol-proteina-carne-isolado-hidro-18kg-integralmedica/p/MLB32431387#polycard_client=search-desktop&search_layout=grid&position=52&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB3721480231&sid=search
Mercado Livre;Carnibol Baunilha;Carnibol Blueberry 900g - Darkness Proteina Isolada Da Carne Blueberry;132.0;1.0;132.0;https://www.mercadolivre.com.br/carnibol-blueberry-900g--darkness-proteina-isolada-da-carne/up/MLBU3018995156#polycard_client=search-desktop&search_layout=grid&position=53&type=product&tracking_id=d35fff7a-84d0-4fbd-8a33-c689f2c6093b&wid=MLB3976856293&sid=search
